	Count
Y1/S8;Y1/S12	1
P0/S11;Y1/S1	2
V0/S7;S1/S11	1
S1/S3;T1/S2	1
Q0/S4;S0/S9	2
G0/S2;N0/S2	2
E1/S10;R1/S9	1
V0/S1;L1/S7	1
G1/S8;R1/S4	2
D0/S1;A1/S11	1
A1/S5;L1/S11	1
C0/S9;I0/S7	1
G1/S12;Y1/S9	1
I1/S11;P1/S10	1
L0/S5;I1/S10	1
N0/S1;L1/S12	2
I1/S11;I1/S8	1
P1/S4;T1/S11	1
L1/S5;L1/S6	1
I1/S3;I1/S10	1
Y0/S2;F1/S7	1
R1/S7;T1/S7	2
N1/S10;V1/S7	2
E1/S6;N1/S6	1
A0/S10;S1/S6	1
E1/S7;N1/S6	1
G1/S6;R1/S11	1
Q0/S8;L1/S10	1
E0/S7;P0/S1	1
F1/S8;F1/S1	1
I0/S7;I0/S1	1
M1/S11;M1/S6	1
A1/S10;F1/S3	1
R0/S4;S0/S9	1
I1/S8;I1/S12	1
G0/S1;R0/S8	1
N0/S6;Y1/S5	1
R1/S1;S1/S12	1
L1/S6;L1/S5	1
S0/S2;T1/S3	1
L0/S6;Y0/S2	1
N0/S1;R0/S7	1
A1/S11;L1/S11	1
Q1/S7;R1/S7	1
V0/S6;L1/S6	1
