	Count
D0/S3;E0/8;F1	1
F0/S9;Q0/3;F1	1
I0/S3;V0/8;F-1	1
E0/S3;Q0/9;F-1	1
A0/S3;H0/9;F1	1
A0/S3;L0/9;F-1	2
I0/S3;V0/8;F1	1
E0/S8;G0/3;F1	1
R0/S8;V0/3;F1	1
H0/S3;N0/9;F-1	1
E0/S3;V0/9;F-1	1
R0/S8;T0/3;F-1	1
A0/S3;I0/9;F-1	1
M0/S3;Q0/8;F1	1
F0/S9;H0/3;F-1	1
H0/S2;L0/3;F-1	1
G0/S3;W0/8;F-1	1
I0/S3;S0/8;F-1	1
Y0/S3;Y0/8;F1	1
G0/S3;R0/8;F1	1
E0/S8;N0/3;F-1	1
N0/S3;S0/9;F-1	2
R0/S8;V0/3;F-1	1
N0/S9;S0/3;F1	2
F0/S9;H0/3;F1	1
F0/S9;S0/3;F-1	1
S0/S8;V0/3;F1	1
M0/S9;R0/3;F-1	1
E0/S3;R0/8;F-1	1
Q0/S3;S0/9;F1	1
S0/S3;V0/8;F-1	1
M0/S9;R0/3;F1	1
S0/S3;V0/8;F1	1
G0/S8;R0/3;F1	1
F0/S9;F0/3;F-1	1
D0/S3;E0/8;F-1	1
C0/S3;I0/8;F1	1
E0/S8;G0/3;F-1	1
A0/S2;F0/3;F-1	1
R0/S3;T0/8;F1	1
F0/S9;I0/3;F-1	1
C0/S3;R0/8;F1	1
M0/S3;Q0/8;F-1	1
N0/S3;Q0/9;F-1	1
